id,user_id,title,cadence,status,start_date,sprint_id,priority,continued_from_id,root_lineage_id,completed_at,created_at,updated_at
65d8fb44-3377-4563-bf72-3a57d12e3992,6daf1120-2e6a-488d-9174-51321f7308ca,Think about New Year's plans,WEEKLY,STARTED,2025-12-08,,0,,65d8fb44-3377-4563-bf72-3a57d12e3992,,2025-12-10 15:46:42.564416,2025-12-10 15:47:17.692742
38bf32de-0f4b-4d46-a0f2-c261ab0da5e6,6daf1120-2e6a-488d-9174-51321f7308ca,Spend time with Neo Cybernetica team visiting NH,WEEKLY,NOT_STARTED,2025-12-15,,0,,38bf32de-0f4b-4d46-a0f2-c261ab0da5e6,,2025-12-18 15:19:18.998570,2025-12-18 15:19:18.998584
e4082eac-f6e6-4018-8e41-7536cbac1fce,6daf1120-2e6a-488d-9174-51321f7308ca,Maintain Pimsleur progress,WEEKLY,NOT_STARTED,2025-12-15,,0,,e4082eac-f6e6-4018-8e41-7536cbac1fce,,2025-12-18 15:19:44.031452,2025-12-18 15:19:44.031464
9ff6857b-c27a-4b09-b27b-173363c33659,6daf1120-2e6a-488d-9174-51321f7308ca,Take Elyside tests,WEEKLY,NOT_STARTED,2025-12-15,,0,,9ff6857b-c27a-4b09-b27b-173363c33659,,2025-12-18 15:20:13.303876,2025-12-18 15:20:13.303887
ae736c87-474b-41f3-b3bb-26b636238523,6daf1120-2e6a-488d-9174-51321f7308ca,Buy Fred Again.. concert tickets,WEEKLY,COMPLETED,2025-12-15,,0,,ae736c87-474b-41f3-b3bb-26b636238523,2025-12-18 15:20:26.422936,2025-12-18 15:19:31.213871,2025-12-18 15:20:26.422936
10da061b-0f58-4997-9d8d-663dcb1a06c1,6daf1120-2e6a-488d-9174-51321f7308ca,New Year's plans,WEEKLY,COMPLETED,2025-12-15,,0,,10da061b-0f58-4997-9d8d-663dcb1a06c1,2025-12-18 15:20:29.483465,2025-12-18 15:20:03.239293,2025-12-18 15:20:29.483465
54719e07-886c-47dc-9200-37eafd9e2648,6daf1120-2e6a-488d-9174-51321f7308ca,Schedule blood tests,WEEKLY,COMPLETED,2025-12-15,,0,,54719e07-886c-47dc-9200-37eafd9e2648,2025-12-18 15:20:32.269389,2025-12-18 15:20:19.725706,2025-12-18 15:20:32.269389
2cbcd940-ce5c-470f-91ee-0a2cc98d3579,6daf1120-2e6a-488d-9174-51321f7308ca,Be better with my exercise and nutrition routines,WEEKLY,NOT_STARTED,2025-12-22,,0,,2cbcd940-ce5c-470f-91ee-0a2cc98d3579,,2025-12-30 14:07:12.849254,2025-12-30 14:07:12.849267
a9f7105a-777f-49a6-af3d-55069b4b0c56,6daf1120-2e6a-488d-9174-51321f7308ca,Take Elyside tests,WEEKLY,NOT_STARTED,2025-12-22,,0,,a9f7105a-777f-49a6-af3d-55069b4b0c56,,2025-12-30 14:07:48.879218,2025-12-30 14:07:48.879230
5c83d3f3-e597-4584-a375-78b94bf9f332,6daf1120-2e6a-488d-9174-51321f7308ca,Get blood drawn,WEEKLY,COMPLETED,2025-12-22,,0,,5c83d3f3-e597-4584-a375-78b94bf9f332,2025-12-30 14:08:00.644742,2025-12-30 14:07:58.043183,2025-12-30 14:08:00.644742
f6e93c80-0796-4835-9eb5-084140fea009,6daf1120-2e6a-488d-9174-51321f7308ca,Figure out whether I'm traveling this week / next week,WEEKLY,COMPLETED,2025-12-22,,0,,f6e93c80-0796-4835-9eb5-084140fea009,2025-12-30 14:08:05.405923,2025-12-30 14:07:26.434860,2025-12-30 14:08:05.405923
ca0d1eb9-dfa7-4da4-b13c-9943a5736420,6daf1120-2e6a-488d-9174-51321f7308ca,Maintain daily Pimsleur progress,WEEKLY,COMPLETED,2025-12-22,,0,,ca0d1eb9-dfa7-4da4-b13c-9943a5736420,2025-12-30 14:08:07.626079,2025-12-30 14:07:41.006318,2025-12-30 14:08:07.626079
b2c2fcad-5545-4fe5-8088-ee183e84de6c,6daf1120-2e6a-488d-9174-51321f7308ca,Spend as much time as possible with hOS and Neo Cybernetica teams in Kyiv,WEEKLY,NOT_STARTED,2025-12-29,,0,,b2c2fcad-5545-4fe5-8088-ee183e84de6c,,2025-12-30 14:08:29.349969,2025-12-30 14:08:29.349980
fe8db2d4-0142-4e76-a810-80122d1f0012,6daf1120-2e6a-488d-9174-51321f7308ca,Try to do Pimsleur when possible,WEEKLY,NOT_STARTED,2025-12-29,,0,,fe8db2d4-0142-4e76-a810-80122d1f0012,,2025-12-30 14:08:35.253059,2025-12-30 14:08:35.253070
2a271550-ed9d-42bf-bb93-fc6a9b4db715,6daf1120-2e6a-488d-9174-51321f7308ca,Don't eat too unhealthy,WEEKLY,NOT_STARTED,2025-12-29,,0,,2a271550-ed9d-42bf-bb93-fc6a9b4db715,,2025-12-30 14:08:43.894519,2025-12-30 14:09:00.866607
747c945a-7fa9-4816-9358-258e1d8770b2,6daf1120-2e6a-488d-9174-51321f7308ca,Walk as much as possible,WEEKLY,NOT_STARTED,2025-12-29,,0,,747c945a-7fa9-4816-9358-258e1d8770b2,,2025-12-30 14:09:08.522072,2025-12-30 14:09:08.522085
1b1b3460-d002-46bb-877a-6b03502238c6,6daf1120-2e6a-488d-9174-51321f7308ca,Share updates with Jeremy from my meetings in Kyiv,WEEKLY,NOT_STARTED,2025-12-29,,0,,1b1b3460-d002-46bb-877a-6b03502238c6,,2025-12-30 14:09:23.996925,2025-12-30 14:09:23.996936
7f53ad12-1bf1-4ff4-af82-0955a2d8e1d0,6daf1120-2e6a-488d-9174-51321f7308ca,Book train tickets to NY,WEEKLY,NOT_STARTED,2025-12-29,,0,,7f53ad12-1bf1-4ff4-af82-0955a2d8e1d0,,2025-12-30 14:09:29.798626,2025-12-30 14:09:29.798639
09006701-d612-4ac1-8814-fdcc705adfa8,6daf1120-2e6a-488d-9174-51321f7308ca,Re-establish my fitness and nutrition routines,WEEKLY,COMPLETED,2026-01-05,,0,,09006701-d612-4ac1-8814-fdcc705adfa8,2026-01-12 13:59:28.454749,2026-01-06 18:51:36.311171,2026-01-12 13:59:28.454749
623b0ce2-ccdf-4be5-b01a-59d01ed46bfd,6daf1120-2e6a-488d-9174-51321f7308ca,Re-establish my Pimsleur routine,WEEKLY,STARTED,2026-01-05,,0,,623b0ce2-ccdf-4be5-b01a-59d01ed46bfd,,2026-01-06 18:51:47.538522,2026-01-12 13:59:30.844001
a9f387cd-6cb3-479d-95c2-60fd3435a69c,6daf1120-2e6a-488d-9174-51321f7308ca,"Have a productive, successful day with Laurie and Marc",WEEKLY,COMPLETED,2026-01-05,,0,,a9f387cd-6cb3-479d-95c2-60fd3435a69c,2026-01-12 13:59:33.478912,2026-01-06 18:52:13.496248,2026-01-12 13:59:33.478912
ab3aa94b-cb48-4d7e-929b-cde5a0bbdc48,6daf1120-2e6a-488d-9174-51321f7308ca,Make progress on the hOS video,WEEKLY,COMPLETED,2026-01-05,,0,,ab3aa94b-cb48-4d7e-929b-cde5a0bbdc48,2026-01-12 13:59:35.933588,2026-01-06 18:52:23.470891,2026-01-12 13:59:35.933588
a4d9d735-e9f6-4f25-8782-55565f14bf09,6daf1120-2e6a-488d-9174-51321f7308ca,Finalize my travel plans for my weekend trip to NY,WEEKLY,COMPLETED,2026-01-05,,0,,a4d9d735-e9f6-4f25-8782-55565f14bf09,2026-01-12 13:59:40.279032,2026-01-06 18:52:42.533860,2026-01-12 13:59:40.279032
28b49c75-a354-422b-9f37-f64c62b907f5,6daf1120-2e6a-488d-9174-51321f7308ca,Tell my friends about my weekend trip to NY,WEEKLY,FAILED,2026-01-05,,0,,28b49c75-a354-422b-9f37-f64c62b907f5,,2026-01-06 18:52:50.599148,2026-01-12 13:59:42.994298
6bb95d63-9d7c-4c9f-ba70-41087687ff26,6daf1120-2e6a-488d-9174-51321f7308ca,Let me friends know about my NY trip,WEEKLY,STARTED,2026-01-12,,0,,6bb95d63-9d7c-4c9f-ba70-41087687ff26,,2026-01-12 14:00:32.587173,2026-01-19 00:56:59.193204
d58b583b-0a84-4c31-99b0-e87962750012,6daf1120-2e6a-488d-9174-51321f7308ca,Make progress on pitch assets for hOS,WEEKLY,FAILED,2026-01-12,,0,,d58b583b-0a84-4c31-99b0-e87962750012,,2026-01-12 13:59:58.671075,2026-01-19 00:57:01.821833
0c875ce7-fb28-498e-99ad-5aadecfc14ea,6daf1120-2e6a-488d-9174-51321f7308ca,Take shoes for shoe repair,WEEKLY,COMPLETED,2026-01-12,,0,,0c875ce7-fb28-498e-99ad-5aadecfc14ea,2026-01-15 15:35:58.925528,2026-01-12 14:00:42.145784,2026-01-15 15:35:58.925528
a04a16a8-30f1-48ed-ac68-78d2f3aa882b,6daf1120-2e6a-488d-9174-51321f7308ca,Re-establish daily Pimsleur routine,WEEKLY,STARTED,2026-01-12,,0,,a04a16a8-30f1-48ed-ac68-78d2f3aa882b,,2026-01-12 14:00:09.710368,2026-01-19 00:57:04.269390
f9fb1624-e116-4b58-93c9-7ebea7a2e212,6daf1120-2e6a-488d-9174-51321f7308ca,Maintain daily fitness and nutrition routines,WEEKLY,STARTED,2026-01-12,,0,,f9fb1624-e116-4b58-93c9-7ebea7a2e212,,2026-01-12 14:00:21.153920,2026-01-19 00:57:06.575395
4ca4f8c6-bb19-47e1-a9cf-c766dad96fcc,6daf1120-2e6a-488d-9174-51321f7308ca,Take Elyside tests,WEEKLY,FAILED,2026-01-12,,0,,4ca4f8c6-bb19-47e1-a9cf-c766dad96fcc,,2026-01-12 14:00:50.251878,2026-01-19 00:57:08.794350
da620dbc-4f44-40a7-9916-dad7b3062145,6daf1120-2e6a-488d-9174-51321f7308ca,Make progress on assets for the Cortical AGM,WEEKLY,NOT_STARTED,2026-01-19,,0,,da620dbc-4f44-40a7-9916-dad7b3062145,,2026-01-19 00:57:22.991988,2026-01-19 00:57:22.992002
668cb3ea-c816-4b81-a91b-40a506acc66f,6daf1120-2e6a-488d-9174-51321f7308ca,Have a great trip to NY,WEEKLY,NOT_STARTED,2026-01-19,,0,,668cb3ea-c816-4b81-a91b-40a506acc66f,,2026-01-19 00:57:28.979907,2026-01-19 00:57:28.979921
3e021e1c-1f63-4c80-a730-58fe7814a192,6daf1120-2e6a-488d-9174-51321f7308ca,Daily Pimsleur,WEEKLY,NOT_STARTED,2026-01-19,,0,,3e021e1c-1f63-4c80-a730-58fe7814a192,,2026-01-19 00:57:35.311083,2026-01-19 00:57:35.311094
ab9382bb-467f-4c2c-b46b-f6a5dd3f544e,6daf1120-2e6a-488d-9174-51321f7308ca,Maintain exercise and nutrition routines,WEEKLY,NOT_STARTED,2026-01-19,,0,,ab9382bb-467f-4c2c-b46b-f6a5dd3f544e,,2026-01-19 00:58:06.251479,2026-01-19 00:58:06.251494
f6afbbf0-1ed7-4a98-ae3a-dd8080473b3c,6daf1120-2e6a-488d-9174-51321f7308ca,Don't hurt my back,WEEKLY,NOT_STARTED,2026-02-16,,0,,f6afbbf0-1ed7-4a98-ae3a-dd8080473b3c,,2026-02-16 02:04:13.663994,2026-02-16 02:04:13.664005
d6561fec-6a5f-47a5-8446-877c5f8b6bf2,6daf1120-2e6a-488d-9174-51321f7308ca,Get an MRI,WEEKLY,FAILED,2026-02-09,,0,,d6561fec-6a5f-47a5-8446-877c5f8b6bf2,,2026-02-10 18:58:23.341376,2026-02-12 13:54:31.091135
96bfcc3e-c3c5-44ef-945d-75d53d8a6dde,6daf1120-2e6a-488d-9174-51321f7308ca,Help the Neo Cybernetica team with their water pouring demos,WEEKLY,COMPLETED,2026-02-09,,0,,96bfcc3e-c3c5-44ef-945d-75d53d8a6dde,2026-02-16 02:03:18.651913,2026-02-09 17:39:47.479094,2026-02-16 02:03:18.651913
abee49dd-53d3-4f4a-8bd3-1bfa71984b5a,6daf1120-2e6a-488d-9174-51321f7308ca,Regain nutrition discipline,WEEKLY,FAILED,2026-02-09,,0,,abee49dd-53d3-4f4a-8bd3-1bfa71984b5a,,2026-02-10 18:57:28.080869,2026-02-16 02:03:20.751477
445e5c8f-dd0f-47e4-95b4-100bb882656f,6daf1120-2e6a-488d-9174-51321f7308ca,Get caught up on hOS Morpheus updates and workstreams,WEEKLY,COMPLETED,2026-02-09,,0,,445e5c8f-dd0f-47e4-95b4-100bb882656f,2026-02-16 02:03:23.330115,2026-02-10 18:58:17.881928,2026-02-16 02:03:23.330115
684c8a67-88f9-401c-a915-9a577de2f4f4,6daf1120-2e6a-488d-9174-51321f7308ca,Help the Neo Cybernetica team with their AGM demos,WEEKLY,NOT_STARTED,2026-02-16,,0,,684c8a67-88f9-401c-a915-9a577de2f4f4,,2026-02-16 02:03:36.669810,2026-02-16 02:03:36.669831
b1081b52-54ae-4422-96aa-77412fdf97ec,6daf1120-2e6a-488d-9174-51321f7308ca,Make progress on JDA AGM slides,WEEKLY,NOT_STARTED,2026-02-16,,0,,b1081b52-54ae-4422-96aa-77412fdf97ec,,2026-02-16 02:03:43.287161,2026-02-16 02:03:43.287174
98ae5623-4b9f-4c2e-b895-e5b347339523,6daf1120-2e6a-488d-9174-51321f7308ca,Try to do Pimsleur lessons while driving,WEEKLY,NOT_STARTED,2026-02-16,,0,,98ae5623-4b9f-4c2e-b895-e5b347339523,,2026-02-16 02:03:57.095350,2026-02-16 02:03:57.095368
24481736-ac5e-4473-8928-4ea45f0e18d2,6daf1120-2e6a-488d-9174-51321f7308ca,Start a new hOS pitch deck,WEEKLY,NOT_STARTED,2026-03-02,,0,,24481736-ac5e-4473-8928-4ea45f0e18d2,,2026-03-02 14:35:49.819548,2026-03-02 14:35:49.819557
af809688-e8d0-4691-a87e-a86a6e0f367d,6daf1120-2e6a-488d-9174-51321f7308ca,Take pants to tailor,WEEKLY,COMPLETED,2026-03-02,,0,,af809688-e8d0-4691-a87e-a86a6e0f367d,2026-03-10 14:10:25.262799,2026-03-02 14:35:49.837320,2026-03-10 14:10:25.263602
bd6656b2-3050-46af-93f0-50b3471bf4e3,6daf1120-2e6a-488d-9174-51321f7308ca,Reschedule my DEXA scan,WEEKLY,COMPLETED,2026-03-02,,0,,bd6656b2-3050-46af-93f0-50b3471bf4e3,2026-03-04 11:42:56.332691,2026-03-02 14:35:49.828102,2026-03-04 11:42:56.332691
d0b25130-0804-45b7-aa63-2f29373020da,6daf1120-2e6a-488d-9174-51321f7308ca,Reschedule my VO2 max test,WEEKLY,COMPLETED,2026-03-02,,0,,d0b25130-0804-45b7-aa63-2f29373020da,2026-03-04 11:43:00.710563,2026-03-02 14:35:49.830910,2026-03-04 11:43:00.710563
7e6f1cce-f257-4ef0-91cf-d43422b60a5a,6daf1120-2e6a-488d-9174-51321f7308ca,Fill my car’s windshield wiper fluid,WEEKLY,COMPLETED,2026-03-02,,0,,7e6f1cce-f257-4ef0-91cf-d43422b60a5a,2026-03-04 11:43:04.544121,2026-03-02 14:35:49.834458,2026-03-04 11:43:04.544121
f5afb9dd-1f32-4ce8-8632-31e7a067505f,6daf1120-2e6a-488d-9174-51321f7308ca,Schedule my MRI,WEEKLY,COMPLETED,2026-03-02,,0,,f5afb9dd-1f32-4ce8-8632-31e7a067505f,2026-03-04 11:43:10.138492,2026-03-02 14:35:49.825363,2026-03-04 11:43:10.138492
50fe8b6a-01b1-4700-bdf4-7f99339659b0,6daf1120-2e6a-488d-9174-51321f7308ca,Restart my daily Pimsleur routine,WEEKLY,COMPLETED,2026-03-02,,0,,50fe8b6a-01b1-4700-bdf4-7f99339659b0,2026-03-10 14:10:30.886126,2026-03-02 14:35:49.822496,2026-03-10 14:10:30.887148
b098ed53-368c-4a99-b807-9bb27f627168,6daf1120-2e6a-488d-9174-51321f7308ca,Restart my nutrition and fitness routines,WEEKLY,COMPLETED,2026-03-02,,0,,b098ed53-368c-4a99-b807-9bb27f627168,2026-03-10 14:10:34.858286,2026-03-02 14:35:49.812451,2026-03-10 14:10:34.859090
8b522cf8-cc1b-4cfa-90ec-c3a3c62547d1,6daf1120-2e6a-488d-9174-51321f7308ca,Be consistent with my Pimsleur lessons,WEEKLY,NOT_STARTED,2026-03-09,,0,,8b522cf8-cc1b-4cfa-90ec-c3a3c62547d1,,2026-03-10 14:11:57.208241,2026-03-10 14:11:57.208263
83c100c6-bb6f-47cb-b9b7-91c48898133e,6daf1120-2e6a-488d-9174-51321f7308ca,Find 1 way to save money,WEEKLY,NOT_STARTED,2026-03-09,,0,,83c100c6-bb6f-47cb-b9b7-91c48898133e,,2026-03-10 14:12:05.334963,2026-03-10 14:12:05.335029
38489ffc-b84f-459b-af47-7246d6742a85,6daf1120-2e6a-488d-9174-51321f7308ca,Align with Jeremy on my top working priorities,WEEKLY,NOT_STARTED,2026-03-09,,0,,38489ffc-b84f-459b-af47-7246d6742a85,,2026-03-10 14:12:28.150265,2026-03-10 14:12:28.150281
c2125e3b-1872-4c05-809c-aeff8e5f0963,6daf1120-2e6a-488d-9174-51321f7308ca,Finish building my new LEGO set,WEEKLY,NOT_STARTED,2026-03-09,,0,,c2125e3b-1872-4c05-809c-aeff8e5f0963,,2026-03-10 14:15:54.604215,2026-03-10 14:15:54.604239
3429ac58-e09e-40a8-b006-f3023c67980c,6daf1120-2e6a-488d-9174-51321f7308ca,Find a course to take to learn how to build an app,WEEKLY,NOT_STARTED,2026-03-09,,0,,3429ac58-e09e-40a8-b006-f3023c67980c,,2026-03-10 14:17:08.339659,2026-03-10 14:17:08.339680
043b9ada-a33e-4ae6-ab92-3683fbd372d1,6daf1120-2e6a-488d-9174-51321f7308ca,Complete Elyside at-home tests,WEEKLY,NOT_STARTED,2026-03-09,,0,,043b9ada-a33e-4ae6-ab92-3683fbd372d1,,2026-03-10 14:17:35.295401,2026-03-10 14:17:35.295415
0d3dd1e0-34ed-4646-8532-c84b6d7c1938,6daf1120-2e6a-488d-9174-51321f7308ca,Get car washed,WEEKLY,COMPLETED,2026-03-09,,0,,0d3dd1e0-34ed-4646-8532-c84b6d7c1938,2026-03-12 14:16:32.511169,2026-03-10 14:17:35.299836,2026-03-12 14:16:32.513609
51134419-51c8-4eb9-90fe-221e291acdf2,6daf1120-2e6a-488d-9174-51321f7308ca,Reach out to 3 investors by the end of April,SPRINT,NOT_STARTED,,deb0c96e-1eeb-4eab-8ec2-593e0d53a77d,0,,51134419-51c8-4eb9-90fe-221e291acdf2,,2026-03-24 18:15:12.469502,2026-03-24 18:15:12.469515
ff336c64-88f7-4ec9-9085-ab4bf14105a4,6daf1120-2e6a-488d-9174-51321f7308ca,Having assets and pitch decks ready for investors,SPRINT,NOT_STARTED,,deb0c96e-1eeb-4eab-8ec2-593e0d53a77d,0,,ff336c64-88f7-4ec9-9085-ab4bf14105a4,,2026-03-24 18:15:29.825171,2026-03-24 18:15:29.825181
05b3393c-a60e-42d3-9e71-155e411178b2,6daf1120-2e6a-488d-9174-51321f7308ca,Start using AI for vibe coding,SPRINT,NOT_STARTED,,deb0c96e-1eeb-4eab-8ec2-593e0d53a77d,0,,05b3393c-a60e-42d3-9e71-155e411178b2,,2026-03-24 18:20:42.788401,2026-03-24 18:20:42.788414
be11e623-dbd3-4765-b286-e51a7cec3328,6daf1120-2e6a-488d-9174-51321f7308ca,Finish Pimsleur Level 2,SPRINT,NOT_STARTED,,deb0c96e-1eeb-4eab-8ec2-593e0d53a77d,0,,be11e623-dbd3-4765-b286-e51a7cec3328,,2026-03-24 18:44:56.978182,2026-03-24 18:44:56.978197
8d24025b-bc4d-421e-80b6-8a56e8b907e1,6daf1120-2e6a-488d-9174-51321f7308ca,Get an MRI,SPRINT,NOT_STARTED,,deb0c96e-1eeb-4eab-8ec2-593e0d53a77d,0,,8d24025b-bc4d-421e-80b6-8a56e8b907e1,,2026-03-24 18:50:02.851799,2026-03-24 18:50:02.851810
